Year,State,TOTAL_BALLOTS,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
1992,North Dakota,315199,467130,0.90%,477,0,0,477,"462,449",68.16%,67.48%
1992,Ohio,5043094,8208502,1.30%,"38,378",0,0,"38,378","8,063,413",62.54%,61.44%
1992,Oklahoma,1455635,2366029,1.80%,"14,821","25,902","2,758","30,530","2,292,910",63.48%,61.52%
1992,Oregon,1498959,2241507,4.00%,"6,583",0,0,"6,583","2,145,264",69.87%,66.87%
1992,Pennsylvania,,9188416,1.70%,"24,974",0,0,"24,974","9,007,239",,
1992,Rhode Island,,779266,6.00%,"2,775","15,585",483,"11,051","721,459",,
1992,South Carolina,1234712,2683852,1.20%,"18,643","35,587","5,325","41,762","2,609,884",47.31%,46.01%
1992,South Dakota,,508841,0.70%,"1,487",0,0,"1,487","503,792",,
1992,Tennessee,,3811036,1.10%,"11,849","38,614","11,819","42,975","3,726,140",,
1992,Texas,,12747860,8.10%,"60,467","360,702","121,141","361,959","11,353,324",,
1992,Utah,784988,1203861,3.40%,0,0,0,0,"1,162,930",67.50%,65.21%
1992,Vermont,292797,426860,1.70%,0,0,0,0,"419,603",69.78%,68.59%
1992,Virginia,,4856799,3.90%,"21,199","23,510","11,372","44,326","4,623,058",,
1992,Washington,2324907,3827227,4.70%,"9,959","103,837","7,850","69,728","3,577,619",64.98%,60.75%
1992,West Virginia,,1377282,0.50%,"1,674","5,688",988,"5,506","1,364,890",,
1992,Wisconsin,,3712414,1.60%,"8,191","40,424","5,560","33,963","3,619,052",,
1992,Wyoming,203602,331170,1.10%,"1,063","3,310",404,"3,122","324,405",62.76%,61.48%
1990,United States,,186158841,5.50%,"761,106","1,489,999","395,140","1,901,246","176,678,314",,
1990,Alabama,,3012797,0.70%,"15,665","27,686","5,970","35,478","2,956,229",,
1990,Alaska,197540,379863,2.80%,"2,622","3,599",568,"4,990","364,237",54.23%,52.00%
1990,Arizona,1094735,2705468,5.50%,"14,861","30,397","2,711","32,771","2,523,896",43.37%,40.46%
1990,Arkansas,,1742746,0.70%,"7,322","15,983","3,971","19,285","1,711,262",,
1990,California,7899131,22061053,17.00%,"97,309",0,"67,562","164,871","18,145,803",43.53%,35.81%
1990,Colorado,1046139,2447513,2.90%,"7,671",0,"2,396","10,067","2,366,468",44.21%,42.74%
1990,Connecticut,1159361,2538398,4.70%,"10,500","46,640",291,"34,111","2,384,982",48.61%,45.67%
1990,Delaware,183977,507016,1.90%,"3,471","12,223","1,283","10,866","486,517",37.82%,36.29%
1990,District of Columbia,171677,489808,7.80%,"9,947",0,0,"9,947","441,656",38.87%,35.05%
1990,Florida,,10137720,8.30%,"44,387","210,781","2,064","151,842","9,144,447",,
1990,Georgia,,4803269,2.10%,"22,411","134,840","22,646","112,477","4,589,923",,
1990,Hawaii,354144,838633,7.80%,"2,533",0,0,"2,533","770,687",45.95%,42.23%
1990,Idaho,328340,707535,2.20%,"1,961",0,0,"1,961","690,008",47.58%,46.41%
1990,Illinois,3420720,8535069,5.60%,"27,516",0,0,"27,516","8,029,589",42.60%,40.08%
1990,Indiana,1566371,4135602,1.00%,"12,736",0,0,"12,736","4,081,510",38.38%,37.88%
1990,Iowa,1004908,2065490,1.00%,"3,967","13,895","2,111","13,026","2,031,809",49.46%,48.65%
1990,Kansas,805251,1821368,1.80%,"5,775",0,0,"5,775","1,782,808",45.17%,44.21%
1990,Kentucky,,2755670,0.60%,"9,023","7,482","3,183","15,947","2,723,189",,
1990,Louisiana,,3020682,1.40%,"18,599",0,0,"18,599","2,959,793",,
1990,Maine,,924839,1.50%,0,0,0,0,"910,966",,
1990,Maryland,1170867,3632477,4.50%,"17,848","82,898","11,192","70,489","3,398,527",34.45%,32.23%
1990,Massachusetts,2424579,4660342,5.90%,0,0,0,0,"4,385,382",55.29%,52.03%
1990,Michigan,2641649,6872954,2.10%,"34,267",0,0,"34,267","6,694,355",39.46%,38.44%
1990,Minnesota,1843104,3225335,1.70%,"3,176","59,323","1,873","34,711","3,135,793",58.78%,57.14%
1990,Mississippi,,1850099,0.50%,"8,375","8,221","3,478","15,964","1,824,885",,
1990,Missouri,,3821136,0.90%,"14,943","42,322","9,196","45,300","3,741,446",,
1990,Montana,326652,579158,0.80%,"1,425",0,0,"1,425","573,100",57.00%,56.40%
1990,Nebraska,604195,1154859,1.10%,"2,403","14,654",632,"10,362","1,131,794",53.38%,52.32%
1990,Nevada,325959,926572,6.10%,"5,322","7,700","2,850","12,022","858,029",37.99%,35.18%
1990,New Hampshire,307700,832887,2.00%,"1,342",0,0,"1,342","814,887",37.76%,36.94%
1990,New Jersey,1998894,5951541,7.40%,"21,128","72,341","23,298","80,597","5,430,530",36.81%,33.59%
1990,New Mexico,429509,1076522,3.90%,"3,187","6,294","1,224","7,558","1,026,980",41.82%,39.90%
1990,New York,4290261,13742688,10.00%,"54,895",0,"42,837","97,732","12,270,687",34.96%,31.22%
1990,North Carolina,,5073437,1.30%,"18,411","77,829","9,883","67,209","4,940,273",,
1990,North Dakota,240301,465851,0.80%,483,0,0,483,"461,641",52.05%,51.58%
1990,Ohio,3620469,8103382,1.20%,"31,822",0,0,"31,822","7,974,319",45.40%,44.68%
1990,Oklahoma,929639,2313340,1.50%,"12,285","24,411","3,236","27,727","2,250,913",41.30%,40.19%
1990,Oregon,1133125,2137314,3.40%,"6,492",0,0,"6,492","2,058,153",55.06%,53.02%
1990,Pennsylvania,,9120122,1.50%,"22,290",0,0,"22,290","8,961,030",,
1990,Rhode Island,375188,780448,5.80%,"2,392","15,366",321,"10,396","724,786",51.77%,48.07%
1990,South Carolina,793614,2598170,0.90%,"17,319","32,287","3,543","37,006","2,537,780",31.27%,30.55%
1990,South Dakota,,499072,0.60%,"1,341",0,0,"1,341","494,737",,
1990,Tennessee,,3693970,0.80%,"10,388","32,719","11,327","38,075","3,626,343",,
1990,Texas,,12232761,7.20%,"50,042","308,357","109,726","313,947","11,038,055",,
1990,Utah,457983,1116922,2.80%,0,0,0,0,"1,085,648",42.19%,41.00%
1990,Vermont,217384,422130,1.60%,0,0,0,0,"415,376",52.33%,51.50%
1990,Virginia,,4715129,3.50%,"17,593","21,303","9,048","37,293","4,512,806",,
1990,Washington,1362651,3634031,4.20%,"7,995","84,817","9,615","60,019","3,421,383",39.83%,37.50%
1990,West Virginia,,1358773,0.40%,"1,565","5,059","1,000","5,095","1,348,243",,
1990,Wisconsin,,3617625,1.40%,"7,465","29,370","4,099","26,249","3,540,729",,
1990,Wyoming,164309,319255,1.10%,"1,110","2,980",313,"2,913","312,830",52.52%,51.47%
1988,United States,,181955484,5.10%,"616,785","1,319,935","317,223","1,593,976","173,609,148",,
1988,Alabama,,2949934,0.60%,"12,610","25,301","4,701","29,962","2,902,272",,
1988,Alaska,203433,369260,2.60%,"2,588","2,994",498,"4,583","355,076",57.29%,55.09%
1988,Arizona,1204169,2609995,5.00%,"12,095","25,446","1,669","26,487","2,453,008",49.09%,46.14%
1988,Arkansas,,1717388,0.60%,"5,519","15,931","3,840","17,325","1,689,759",,
1988,California,10194539,21249801,15.90%,"76,171",0,"49,364","125,535","17,745,548",57.45%,47.97%
1988,Colorado,1416265,2396786,2.60%,"5,765",0,"1,743","7,508","2,326,962",60.86%,59.09%
1988,Connecticut,1461962,2525021,4.50%,"8,005","46,086",371,"31,419","2,379,976",61.43%,57.90%
1988,Delaware,254973,489696,1.70%,"3,197","9,576","1,093","9,078","472,293",53.99%,52.07%
1988,District of Columbia,197135,502362,7.20%,"8,831",0,"3,949","12,780","453,412",43.48%,39.24%
1988,Florida,,9651236,7.80%,"34,732","165,475","2,562","120,032","8,778,408",,
1988,Georgia,,4631342,1.70%,"18,787","121,559","11,308","90,875","4,461,734",,
1988,Hawaii,368567,803568,7.60%,"2,300",0,0,"2,300","740,197",49.79%,45.87%
1988,Idaho,421213,682522,2.00%,"1,581",0,0,"1,581","667,291",63.12%,61.71%
1988,Illinois,4697192,8410414,5.20%,"21,081",0,0,"21,081","7,951,991",59.07%,55.85%
1988,Indiana,2222811,4045785,0.90%,"11,406",0,0,"11,406","3,997,967",55.60%,54.94%
1988,Iowa,1240854,2052326,0.90%,"3,034","13,099","1,945","11,529","2,022,326",61.36%,60.46%
1988,Kansas,,1808604,1.60%,"5,817",0,0,"5,817","1,773,849",,
1988,Kentucky,,2709782,0.60%,"7,119","7,398","3,443","14,261","2,679,262",,
1988,Louisiana,,3005785,1.40%,"16,242",0,"7,387","23,629","2,940,075",,
1988,Maine,,901850,1.50%,0,0,0,0,"888,322",,
1988,Maryland,1747350,3535730,4.20%,"14,276","78,619","9,225","62,811","3,324,418",52.56%,49.42%
1988,Massachusetts,2689857,4642061,5.50%,0,0,0,0,"4,386,748",61.32%,57.95%
1988,Michigan,3745751,6773776,2.00%,"27,612",0,0,"27,612","6,610,688",56.66%,55.30%
1988,Minnesota,2125119,3166668,1.50%,"2,799","56,901","1,639","32,889","3,086,279",68.86%,67.11%
1988,Mississippi,,1815826,0.50%,"7,384","6,854","3,177","13,988","1,792,759",,
1988,Missouri,,3769751,0.90%,"12,176","42,728","7,207","40,747","3,695,076",,
1988,Montana,378981,573791,0.80%,"1,272",0,0,"1,272","567,929",66.73%,66.05%
1988,Nebraska,678669,1144305,0.90%,"2,156","11,411",447,"8,309","1,125,697",60.29%,59.31%
1988,Nevada,354261,823940,5.50%,"4,881","7,032","2,100","10,497","768,126",46.12%,43.00%
1988,New Hampshire,462503,817358,1.90%,"1,019",0,0,"1,019","800,809",57.75%,56.59%
1988,New Jersey,3102502,5904776,6.90%,"16,936","57,903","18,463","64,351","5,432,995",57.10%,52.54%
1988,New Mexico,535694,1046754,3.60%,"2,825","5,312","1,230","6,711","1,002,360",53.44%,51.18%
1988,New York,6636310,13659215,9.40%,"44,560",0,"33,962","78,522","12,296,727",53.97%,48.58%
1988,North Carolina,,4903045,1.10%,"17,078","67,164","6,191","56,851","4,792,261",,
1988,North Dakota,309100,470652,0.70%,466,0,0,466,"466,891",66.20%,65.67%
1988,Ohio,4505284,7986220,1.10%,"26,462",0,0,"26,462","7,871,910",57.23%,56.41%
1988,Oklahoma,1192815,2300258,1.30%,"10,448","23,341","1,455","23,574","2,246,781",53.09%,51.86%
1988,Oregon,1235199,2055379,3.10%,"5,991",0,"3,790","9,781","1,981,881",62.32%,60.10%
1988,Pennsylvania,,9037056,1.40%,"17,900",0,0,"17,900","8,892,637",,
1988,Rhode Island,415963,771407,5.50%,"1,906","9,824",442,"7,260","721,720",57.63%,53.92%
1988,South Carolina,1041846,2504635,0.80%,"13,888","26,260","3,626","30,644","2,453,954",42.46%,41.60%
1988,South Dakota,,497633,0.50%,"1,020",0,0,"1,020","494,125",,
1988,Tennessee,,3609081,0.70%,"7,732","28,282","9,529","31,402","3,552,415",,
1988,Texas,,11877787,6.60%,"40,437","288,906","77,827","262,717","10,831,136",,
1988,Utah,661546,1069800,2.50%,0,0,0,0,"1,043,055",63.42%,61.84%
1988,Vermont,270148,411136,1.50%,0,0,0,0,"404,969",66.71%,65.71%
1988,Virginia,,4571637,3.20%,"14,184","17,945","6,576","29,733","4,395,612",,
1988,Washington,1923043,3465082,3.90%,"5,816","64,257","10,745","48,690","3,281,254",58.61%,55.50%
1988,West Virginia,,1358249,0.40%,"1,455","4,811",807,"4,668","1,348,148",,
1988,Wisconsin,,3558322,1.30%,"6,353","26,305","4,128","23,634","3,488,430",,
1988,Wyoming,186417,320695,1.00%,945,"2,186",333,"2,371","315,117",59.16%,58.13%
1986,United States,,177922330,4.70%,"535,547","1,177,814","242,663","1,367,117","170,408,916",,
1986,Alabama,,2911819,0.60%,"11,710","21,371","3,038","25,434","2,868,914",,
1986,Alaska,182526,364871,2.50%,"2,460","2,885",119,"4,022","351,727",51.89%,50.02%
1986,Arizona,889668,2452624,4.60%,"9,434","20,283","2,034","21,610","2,318,193",38.38%,36.27%
1986,Arkansas,,1706578,0.60%,"4,701","12,700","4,023","15,074","1,681,265",,
1986,California,7617142,20222886,14.70%,"59,484",0,"33,172","92,656","17,157,466",44.40%,37.67%
1986,Colorado,1096867,2372880,2.40%,"3,804",0,"1,827","5,631","2,310,300",47.48%,46.23%
1986,Connecticut,1025605,2479722,4.30%,"6,905","41,304",603,"28,160","2,344,934",43.74%,41.36%
1986,Delaware,165563,470828,1.60%,"2,833","7,985",978,"7,804","455,491",36.35%,35.16%
1986,District of Columbia,134158,508553,6.50%,"6,618",0,"2,980","9,598","465,899",28.80%,26.38%
1986,Florida,,9158241,7.30%,"32,237","139,859","3,478","105,645","8,384,044",,
1986,Georgia,,4450093,1.50%,"16,922","109,485","10,421","82,086","4,301,256",,
1986,Hawaii,344416,775534,7.50%,"2,180",0,0,"2,180","715,189",48.16%,44.41%
1986,Idaho,392909,677205,1.90%,"1,448",0,0,"1,448","662,890",59.27%,58.02%
1986,Illinois,3322657,8343755,4.90%,"19,456",0,0,"19,456","7,915,455",41.98%,39.82%
1986,Indiana,1619005,3990379,0.90%,"10,175",0,0,"10,175","3,944,291",41.05%,40.57%
1986,Iowa,922094,2049547,0.90%,"2,777","12,584","1,929","10,998","2,020,103",45.65%,44.99%
1986,Kansas,,1788426,1.50%,"5,345",0,0,"5,345","1,756,255",,
1986,Kentucky,,2687605,0.50%,"5,288","6,841","3,370","12,079","2,662,088",,
1986,Louisiana,,3069021,1.30%,"14,300",0,0,"14,300","3,014,824",,
1986,Maine,,870604,1.40%,0,0,0,0,"858,416",,
1986,Maryland,1161136,3401061,3.80%,"13,326","69,134","7,494","55,387","3,216,434",36.10%,34.14%
1986,Massachusetts,1777276,4560556,5.10%,0,0,0,0,"4,327,968",41.06%,38.97%
1986,Michigan,2468009,6674856,2.00%,"20,742",0,0,"20,742","6,520,617",37.85%,36.97%
1986,Minnesota,1456579,3089544,1.40%,"2,462","38,901","1,437","23,350","3,022,940",48.18%,47.15%
1986,Mississippi,,1804699,0.50%,"6,747","6,458","3,454","13,430","1,782,246",,
1986,Missouri,,3717988,0.80%,"10,309","33,819","5,229","32,448","3,655,796",,
1986,Montana,326436,577604,0.80%,"1,111",0,0,"1,111","571,872",57.08%,56.52%
1986,Nebraska,577916,1141336,0.90%,"2,044","11,265",304,"7,981","1,123,083",51.46%,50.64%
1986,Nevada,264365,747283,5.10%,"4,551","5,518","1,529","8,839","700,333",37.75%,35.38%
1986,New Hampshire,257410,775686,1.90%,782,0,0,782,"760,166",33.86%,33.18%
1986,New Jersey,1639330,5819614,6.40%,"12,020","51,359","14,064","51,764","5,395,395",30.38%,28.17%
1986,New Mexico,408621,1026160,3.20%,"2,416","4,175","1,147","5,651","987,672",41.37%,39.82%
1986,New York,4481718,13512043,8.70%,"38,449",0,"29,325","67,774","12,268,721",36.53%,33.17%
1986,North Carolina,,4749053,1.00%,"17,698","58,644","3,322","50,342","4,651,220",,
1986,North Dakota,295177,477812,0.70%,421,0,0,421,"474,046",62.27%,61.78%
1986,Ohio,3628870,7891503,1.10%,"22,463",0,0,"22,463","7,782,233",46.63%,45.98%
1986,Oklahoma,934447,2343190,1.30%,"9,708","22,740","1,670","22,748","2,289,981",40.81%,39.88%
1986,Oregon,1088140,1990233,2.80%,"4,770",0,0,"4,770","1,929,736",56.39%,54.67%
1986,Pennsylvania,,8955720,1.30%,"15,201",0,0,"15,201","8,824,095",,
1986,Rhode Island,322724,756297,5.20%,"1,358","8,174",453,"5,898","711,072",45.39%,42.67%
1986,South Carolina,763493,2437430,0.80%,"11,676","21,110","3,066","25,297","2,392,634",31.91%,31.32%
1986,South Dakota,,495833,0.50%,"1,081",0,0,"1,081","492,273",,
1986,Tennessee,,3532177,0.70%,"7,591","26,291","8,600","29,337","3,478,115",,
1986,Texas,,11732625,6.00%,"38,534","290,074","57,509","241,080","10,787,588",,
1986,Utah,445499,1049339,2.40%,0,0,0,0,"1,024,155",43.50%,42.46%
1986,Vermont,211709,396034,1.60%,0,0,0,0,"389,697",54.33%,53.46%
1986,Virginia,,4394143,2.90%,"12,930","17,126","5,767","27,260","4,239,453",,
1986,Washington,1358160,3310457,3.60%,"6,603","49,663","7,666","39,101","3,152,180",43.09%,41.03%
1986,West Virginia,449249,1380916,0.40%,"1,472","4,241",968,"4,561","1,370,831",32.77%,32.53%
1986,Wisconsin,,3495584,1.20%,"5,736","24,648","3,854","21,914","3,431,723",,
1986,Wyoming,168615,334385,1.00%,861,"1,840",337,"2,118","328,923",51.26%,50.43%
1984,United States,,173994610,4.30%,"454,092","1,012,936","204,686","1,165,246","167,708,463",,
1984,Alabama,,2867180,0.50%,"10,482","16,338","2,194","20,845","2,831,999",,
1984,Alaska,213173,354410,2.30%,"1,967","2,064",147,"3,146","343,113",62.13%,60.15%
1984,Arizona,1051339,2263826,4.20%,"7,845","16,687","1,660","17,849","2,150,896",48.88%,46.44%
1984,Arkansas,,1689480,0.50%,"4,482","8,238","3,463","12,064","1,668,969",,
1984,California,9796375,19270739,13.40%,"43,197",0,"30,645","73,842","16,614,618",58.96%,50.84%
1984,Colorado,1343437,2325829,2.30%,"3,231",0,"1,709","4,940","2,267,395",59.25%,57.76%
1984,Connecticut,1490946,2431057,4.10%,"5,718","46,681",868,"29,927","2,301,457",64.78%,61.33%
1984,Delaware,258182,455312,1.50%,"2,202","6,373",830,"6,219","442,263",58.38%,56.70%
1984,District of Columbia,219193,505550,5.80%,"4,521",0,0,"4,521","471,707",46.47%,43.36%
1984,Florida,,8656427,6.80%,"26,914","118,318","5,661","91,734","7,976,056",,
1984,Georgia,,4243165,1.30%,"15,404","90,057","7,246","67,679","4,120,325",,
1984,Hawaii,349253,750909,7.30%,"1,965",0,0,"1,965","694,128",50.32%,46.51%
1984,Idaho,421935,675772,1.70%,"1,253",0,0,"1,253","663,031",63.64%,62.44%
1984,Illinois,4969352,8327065,4.70%,"17,114",0,0,"17,114","7,918,579",62.76%,59.68%
1984,Indiana,2268493,3960870,0.90%,"9,328",0,0,"9,328","3,915,894",57.93%,57.27%
1984,Iowa,1339886,2084995,0.80%,"2,836","11,924","1,662","10,460","2,057,855",65.11%,64.26%
1984,Kansas,,1779487,1.30%,"4,244",0,0,"4,244","1,752,110",,
1984,Kentucky,,2672424,0.50%,"4,820","15,004","3,567","15,889","2,643,173",,
1984,Louisiana,,3072074,1.30%,"13,659",0,0,"13,659","3,018,478",,
1984,Maine,,852022,1.40%,0,0,0,0,"840,094",,
1984,Maryland,1695924,3278321,3.40%,"13,124","64,827","7,046","52,584","3,114,274",54.46%,51.73%
1984,Massachusetts,2595054,4486676,4.80%,0,0,0,0,"4,271,316",60.76%,57.84%
1984,Michigan,3884854,6550877,2.00%,"14,604",0,0,"14,604","6,405,255",60.65%,59.30%
1984,Minnesota,2115317,3039490,1.30%,"2,167","31,440","1,418","19,305","2,980,672",70.97%,69.59%
1984,Mississippi,,1787243,0.50%,"6,115","6,570","3,108","12,508","1,765,799",,
1984,Missouri,,3671506,0.80%,"8,770","23,574","4,366","24,923","3,617,211",,
1984,Montana,395006,584162,0.70%,964,0,0,964,"579,109",68.21%,67.62%
1984,Nebraska,670781,1152310,0.90%,"1,665","10,763",361,"7,408","1,134,531",59.12%,58.21%
1984,Nevada,294413,697185,4.70%,"3,488","5,226","1,187","7,288","657,129",44.80%,42.23%
1984,New Hampshire,406608,732480,1.80%,581,0,0,581,"718,714",56.57%,55.51%
1984,New Jersey,3215941,5699440,5.90%,"10,363","44,208","12,206","44,673","5,318,500",60.47%,56.43%
1984,New Mexico,522328,990632,2.90%,"2,129","3,926","1,194","5,286","956,618",54.60%,52.73%
1984,New York,7000828,13373558,8.10%,"33,109",0,"24,212","57,321","12,232,979",57.23%,52.35%
1984,North Carolina,,4598151,0.90%,"16,371","52,600","3,892","46,563","4,510,205",,
1984,North Dakota,324179,486449,0.70%,432,0,0,432,"482,612",67.17%,66.64%
1984,Ohio,4664223,7836806,1.10%,"18,619",0,0,"18,619","7,731,982",60.32%,59.52%
1984,Oklahoma,1290555,2373014,1.20%,"7,872","18,809","1,880","19,157","2,325,381",55.50%,54.38%
1984,Oregon,1265824,1962501,2.60%,"4,224",0,0,"4,224","1,907,252",66.37%,64.50%
1984,Pennsylvania,,8918353,1.30%,"13,090",0,0,"13,090","8,789,324",,
1984,Rhode Island,422851,739064,4.90%,"1,221","7,147",394,"5,189","697,661",60.61%,57.21%
1984,South Carolina,1018701,2368236,0.70%,"9,892","17,043","3,441","21,855","2,329,803",43.72%,43.02%
1984,South Dakota,,497849,0.50%,921,0,0,921,"494,439",,
1984,Tennessee,,3463234,0.60%,"7,307","23,598","6,524","25,630","3,416,825",,
1984,Texas,,11397758,5.40%,"36,682","235,568","40,783","195,249","10,587,030",,
1984,Utah,641846,1022083,2.30%,0,0,0,0,"998,575",64.28%,62.80%
1984,Vermont,235140,387620,1.60%,0,0,0,0,"381,418",61.65%,60.66%
1984,Virginia,,4234017,2.60%,"10,839","16,690","5,986","25,170","4,098,763",,
1984,Washington,1931546,3213263,3.40%,"6,821","39,181","5,253","31,665","3,072,347",62.87%,60.11%
1984,West Virginia,,1401733,0.40%,"1,579","3,597",724,"4,102","1,392,024",,
1984,Wisconsin,,3468053,1.10%,"4,974","22,426","3,853","20,040","3,409,864",,
1984,Wyoming,196153,343957,1.00%,724,"1,708",352,"1,930","338,587",57.93%,57.03%
1982,United States,,166027633,4.00%,"399,102","789,951","165,559","959,637","160,408,786",,
1982,Alabama,,2813033,0.50%,"9,233","14,229","2,266","18,614","2,780,354",,
1982,Alaska,199458,316787,2.20%,"1,322","1,816",101,"2,331","307,487",64.87%,62.96%
1982,Arizona,742923,2112246,3.80%,"6,069","14,949","1,527","15,071","2,016,910",36.83%,35.17%
1982,Arkansas,,1656707,0.50%,"3,922","3,384","3,061","8,675","1,639,748",,
1982,California,8064314,18448245,12.10%,"34,640",0,"18,913","53,553","16,162,454",49.90%,43.71%
1982,Colorado,1037774,2248839,2.10%,"3,042",0,"1,202","4,244","2,197,369",47.23%,46.15%
1982,Connecticut,1112428,2369975,4.00%,"5,156","33,061","1,311","22,998","2,252,178",49.39%,46.94%
1982,Delaware,195726,441374,1.40%,"2,068","4,626",621,"5,002","430,193",45.50%,44.34%
1982,District of Columbia,,500492,5.10%,"4,081",0,0,"4,081","470,886",,
1982,Florida,,8139171,6.30%,"27,830","57,074","5,974","62,341","7,564,062",,
1982,Georgia,,4047788,1.10%,"14,405","78,097","4,897","58,351","3,944,911",,
1982,Hawaii,325459,724189,7.10%,"1,461",0,0,"1,461","671,311",48.48%,44.94%
1982,Idaho,332237,662251,1.60%,"1,044",0,0,"1,044","650,611",51.07%,50.17%
1982,Illinois,3856875,8284606,4.40%,"14,293",0,0,"14,293","7,905,790",48.79%,46.55%
1982,Indiana,1834225,3921907,0.90%,"8,790",0,0,"8,790","3,877,820",47.30%,46.77%
1982,Iowa,1050495,2094031,0.80%,"2,829","10,625","1,050","9,192","2,068,087",50.80%,50.17%
1982,Kansas,,1761238,1.20%,"3,078",0,0,"3,078","1,737,025",,
1982,Kentucky,,2642810,0.50%,"4,031","14,516","3,430","14,719","2,614,877",,
1982,Louisiana,,3029834,1.20%,"10,930",0,0,"10,930","2,982,546",,
1982,Maine,,828907,1.30%,0,0,0,0,"818,131",,
1982,Maryland,1190011,3174995,3.00%,"11,617","52,603","6,024","43,943","3,035,802",39.20%,37.48%
1982,Massachusetts,2103780,4375262,4.40%,0,0,0,0,"4,182,750",50.30%,48.08%
1982,Michigan,3135928,6498711,1.90%,"14,913",0,0,"14,913","6,360,322",49.30%,48.25%
1982,Minnesota,1834737,2993256,1.10%,"2,081","24,320","1,479","15,720","2,944,610",62.31%,61.30%
1982,Mississippi,,1762406,0.40%,"5,484","6,304","2,914","11,550","1,743,806",,
1982,Missouri,,3615526,0.70%,"7,445","21,637","2,556","20,820","3,569,397",,
1982,Montana,328082,574592,0.70%,914,0,0,914,"569,656",57.59%,57.10%
1982,Nebraska,559422,1145316,0.80%,"1,739","9,964",309,"7,030","1,129,123",49.54%,48.84%
1982,Nevada,242578,655823,4.40%,"2,753","4,733","1,065","6,185","620,782",39.08%,36.99%
1982,New Hampshire,289057,698424,1.70%,445,0,0,445,"686,106",42.13%,41.39%
1982,New Jersey,2286925,5563627,5.40%,"8,191","38,186","10,514","37,798","5,225,393",43.77%,41.10%
1982,New Mexico,417945,949133,2.60%,"1,718","3,854","1,206","4,851","919,605",45.45%,44.03%
1982,New York,5437367,13150573,7.50%,"27,945",0,"21,062","49,007","12,115,273",44.88%,41.35%
1982,North Carolina,,4427095,0.80%,"16,569","44,274","6,910","45,616","4,346,062",,
1982,North Dakota,272876,480367,0.70%,322,0,0,322,"476,682",57.24%,56.81%
1982,Ohio,3551995,7793022,1.10%,"17,317",0,0,"17,317","7,689,982",46.19%,45.58%
1982,Oklahoma,901488,2346265,1.20%,"6,500","14,749","1,858","15,733","2,302,377",39.15%,38.42%
1982,Oregon,1063913,1946116,2.40%,"3,900",0,0,"3,900","1,895,509",56.13%,54.67%
1982,Pennsylvania,,8869173,1.20%,"10,508",0,0,"10,508","8,752,235",,
1982,Rhode Island,370928,723060,4.60%,"1,037","6,501",327,"4,615","685,184",54.14%,51.30%
1982,South Carolina,688300,2297223,0.70%,"9,137","16,981","3,175","20,803","2,260,339",30.45%,29.96%
1982,South Dakota,,492367,0.40%,791,0,0,791,"489,607",,
1982,Tennessee,,3393233,0.60%,"7,869","10,101","3,303","16,223","3,356,651",,
1982,Texas,,10910762,4.90%,"36,149","177,270","26,274","151,058","10,225,077",,
1982,Utah,537207,984073,2.20%,0,0,0,0,"962,423",55.82%,54.59%
1982,Vermont,172084,379067,1.60%,0,0,0,0,"373,002",46.13%,45.40%
1982,Virginia,,4076585,2.30%,"10,079","14,813","6,487","23,973","3,958,851",,
1982,Washington,1404831,3138109,3.10%,"6,264","60,142","3,047","39,382","3,001,446",46.81%,44.77%
1982,West Virginia,,1409116,0.40%,"1,547","2,711",610,"3,513","1,399,967",,
1982,Wisconsin,,3426394,1.00%,"4,714","19,603","3,125","17,641","3,374,489",,
1982,Wyoming,172065,349060,0.90%,702,"1,303",244,"1,598","344,320",49.97%,49.29%
1980,United States,,164445475,3.50%,"324,410","618,471","168,331","801,977","159,690,927",,
1980,Alabama,,2753078,0.40%,"6,543","10,985","2,547","14,583","2,727,483",,
1980,Alaska,162653,277261,2.00%,822,"1,181",93,"1,506","270,210",60.20%,58.66%
1980,Arizona,898183,1968947,3.40%,"4,372","12,584","1,093","11,757","1,890,246",47.52%,45.62%
1980,Arkansas,,1624917,0.50%,"2,911","2,400","2,855","6,966","1,609,826",,
1980,California,8775459,17551451,10.80%,"24,569",0,"15,253","39,822","15,616,072",56.20%,50.00%
1980,Colorado,1225549,2118092,2.00%,"2,629",0,927,"3,556","2,072,174",59.14%,57.86%
1980,Connecticut,1423403,2305904,3.80%,"4,308","22,981","1,932","17,731","2,200,549",64.68%,61.73%
1980,Delaware,239136,430879,1.30%,"1,474","3,762",619,"3,974","421,304",56.76%,55.50%
1980,District of Columbia,178434,496230,4.50%,"3,145",0,0,"3,145","470,755",37.90%,35.96%
1980,Florida,,7575002,5.80%,"20,735","38,906","8,823","49,011","7,086,641",,
1980,Georgia,,3870251,0.90%,"12,178","58,450","3,169","44,572","3,790,847",,
1980,Hawaii,318026,695906,6.90%,985,0,0,985,"646,903",49.16%,45.70%
1980,Idaho,446045,644004,1.50%,817,0,0,817,"633,527",70.41%,69.26%
1980,Illinois,4868890,8216218,4.10%,"11,899",0,0,"11,899","7,867,454",61.89%,59.26%
1980,Indiana,2275433,3885473,0.80%,"6,683",0,0,"6,683","3,847,706",59.14%,58.56%
