Year,State,Atkin05,Gini,RMeanDev,Theil
1994,Wisconsin,0.23,0.53,0.74,0.65
1994,Wyoming,0.25,0.59,0.81,0.80
1995,United States,0.26,0.58,0.80,0.80
1995,Alabama,0.25,0.56,0.78,0.73
1995,Alaska,0.26,0.67,0.94,0.65
1995,Arizona,0.25,0.56,0.79,0.74
1995,Arkansas,0.23,0.55,0.77,0.68
1995,California,0.28,0.61,0.85,0.87
1995,Colorado,0.25,0.57,0.79,0.75
1995,Connecticut,0.30,0.60,0.84,1.03
1995,Delaware,0.24,0.54,0.76,0.67
1995,District of Columbia,0.28,0.60,0.83,0.95
1995,Florida,0.28,0.61,0.84,0.96
1995,Georgia,0.25,0.56,0.79,0.75
1995,Hawaii,0.21,0.53,0.74,0.56
1995,Idaho,0.23,0.56,0.78,0.68
1995,Illinois,0.27,0.57,0.80,0.85
1995,Indiana,0.23,0.54,0.75,0.65
1995,Iowa,0.22,0.53,0.74,0.59
1995,Kansas,0.24,0.55,0.77,0.69
1995,Kentucky,0.23,0.55,0.77,0.66
1995,Louisiana,0.25,0.58,0.81,0.72
1995,Maine,0.22,0.53,0.74,0.59
1995,Maryland,0.23,0.54,0.77,0.67
1995,Massachusetts,0.27,0.58,0.81,0.86
1995,Michigan,0.24,0.55,0.78,0.70
1995,Minnesota,0.24,0.55,0.77,0.74
1995,Mississippi,0.24,0.56,0.77,0.67
1995,Missouri,0.24,0.56,0.78,0.72
1995,Montana,0.23,0.58,0.79,0.63
1995,Nebraska,0.23,0.56,0.78,0.69
1995,Nevada,0.28,0.59,0.81,1.00
1995,New Hampshire,0.24,0.55,0.77,0.71
1995,New Jersey,0.27,0.57,0.81,0.84
1995,New Mexico,0.23,0.57,0.79,0.61
1995,New York,0.29,0.61,0.85,0.99
1995,North Carolina,0.24,0.54,0.76,0.69
1995,North Dakota,0.22,0.55,0.76,0.57
1995,Ohio,0.23,0.53,0.74,0.67
1995,Oklahoma,0.23,0.56,0.78,0.64
1995,Oregon,0.24,0.55,0.77,0.68
1995,Pennsylvania,0.25,0.56,0.77,0.74
1995,Rhode Island,0.24,0.55,0.76,0.69
1995,South Carolina,0.23,0.54,0.77,0.67
1995,South Dakota,0.24,0.58,0.79,0.74
1995,Tennessee,0.25,0.56,0.78,0.76
1995,Texas,0.27,0.60,0.83,0.82
1995,Utah,0.25,0.56,0.78,0.75
1995,Vermont,0.22,0.55,0.76,0.59
1995,Virginia,0.24,0.54,0.77,0.66
1995,Washington,0.24,0.55,0.76,0.72
1995,West Virginia,0.22,0.53,0.75,0.57
1995,Wisconsin,0.23,0.54,0.75,0.67
1995,Wyoming,0.26,0.60,0.82,0.84
1996,United States,0.26,0.60,0.82,0.86
1996,Alabama,0.24,0.58,0.79,0.74
1996,Alaska,0.24,0.67,0.91,0.63
1996,Arizona,0.26,0.58,0.80,0.82
1996,Arkansas,0.23,0.57,0.77,0.68
1996,California,0.28,0.63,0.86,0.94
1996,Colorado,0.26,0.58,0.80,0.81
1996,Connecticut,0.31,0.62,0.87,1.13
1996,Delaware,0.24,0.56,0.78,0.74
1996,District of Columbia,0.30,0.62,0.86,1.08
1996,Florida,0.30,0.63,0.86,1.04
1996,Georgia,0.26,0.58,0.80,0.80
1996,Hawaii,0.22,0.55,0.75,0.60
1996,Idaho,0.24,0.58,0.79,0.73
1996,Illinois,0.27,0.59,0.82,0.91
1996,Indiana,0.23,0.56,0.76,0.68
1996,Iowa,0.22,0.55,0.75,0.61
1996,Kansas,0.24,0.57,0.77,0.70
1996,Kentucky,0.23,0.57,0.78,0.67
1996,Louisiana,0.25,0.60,0.82,0.78
1996,Maine,0.22,0.55,0.75,0.63
1996,Maryland,0.24,0.56,0.78,0.71
1996,Massachusetts,0.27,0.59,0.82,0.92
1996,Michigan,0.24,0.57,0.79,0.74
1996,Minnesota,0.25,0.57,0.78,0.82
1996,Mississippi,0.23,0.58,0.78,0.69
1996,Missouri,0.24,0.57,0.78,0.75
1996,Montana,0.22,0.60,0.80,0.61
1996,Nebraska,0.24,0.58,0.78,0.73
1996,Nevada,0.30,0.61,0.83,1.12
1996,New Hampshire,0.25,0.57,0.78,0.77
1996,New Jersey,0.28,0.59,0.83,0.91
1996,New Mexico,0.23,0.59,0.80,0.63
1996,New York,0.31,0.63,0.87,1.12
1996,North Carolina,0.24,0.56,0.77,0.73
1996,North Dakota,0.21,0.58,0.78,0.58
1996,Ohio,0.23,0.55,0.74,0.70
1996,Oklahoma,0.23,0.59,0.80,0.68
1996,Oregon,0.24,0.57,0.78,0.73
1996,Pennsylvania,0.25,0.58,0.79,0.79
1996,Rhode Island,0.24,0.56,0.77,0.71
1996,South Carolina,0.23,0.56,0.77,0.69
1996,South Dakota,0.23,0.60,0.80,0.72
1996,Tennessee,0.25,0.58,0.79,0.82
1996,Texas,0.27,0.62,0.84,0.88
1996,Utah,0.25,0.58,0.79,0.79
1996,Vermont,0.22,0.57,0.77,0.64
1996,Virginia,0.25,0.56,0.78,0.74
1996,Washington,0.25,0.56,0.78,0.79
1996,West Virginia,0.21,0.55,0.75,0.56
1996,Wisconsin,0.23,0.55,0.76,0.71
1996,Wyoming,0.28,0.63,0.84,0.99
1997,United States,0.28,0.59,0.83,0.83
1997,Alabama,0.25,0.56,0.80,0.68
1997,Alaska,0.31,0.61,0.88,0.69
1997,Arizona,0.26,0.57,0.81,0.75
1997,Arkansas,0.24,0.55,0.78,0.62
1997,California,0.30,0.62,0.87,0.91
1997,Colorado,0.27,0.58,0.81,0.78
1997,Connecticut,0.34,0.63,0.89,1.12
1997,Delaware,0.26,0.55,0.79,0.74
1997,District of Columbia,0.32,0.61,0.88,1.01
1997,Florida,0.31,0.62,0.88,1.01
1997,Georgia,0.27,0.57,0.82,0.75
1997,Hawaii,0.23,0.54,0.76,0.56
1997,Idaho,0.25,0.57,0.79,0.67
1997,Illinois,0.29,0.59,0.83,0.87
1997,Indiana,0.25,0.54,0.77,0.65
1997,Iowa,0.23,0.54,0.76,0.59
1997,Kansas,0.25,0.56,0.79,0.68
1997,Kentucky,0.25,0.55,0.78,0.64
1997,Louisiana,0.27,0.58,0.83,0.75
1997,Maine,0.24,0.54,0.76,0.62
1997,Maryland,0.26,0.55,0.79,0.69
1997,Massachusetts,0.30,0.59,0.84,0.89
1997,Michigan,0.26,0.56,0.80,0.70
1997,Minnesota,0.26,0.56,0.79,0.72
1997,Mississippi,0.24,0.56,0.80,0.64
1997,Missouri,0.26,0.56,0.79,0.70
1997,Montana,0.24,0.57,0.81,0.60
1997,Nebraska,0.26,0.56,0.79,0.72
1997,Nevada,0.30,0.60,0.83,1.02
1997,New Hampshire,0.27,0.57,0.80,0.80
1997,New Jersey,0.30,0.59,0.85,0.85
1997,New Mexico,0.25,0.57,0.81,0.63
1997,New York,0.33,0.63,0.89,1.08
1997,North Carolina,0.25,0.55,0.78,0.68
1997,North Dakota,0.23,0.56,0.79,0.54
1997,Ohio,0.25,0.54,0.75,0.67
1997,Oklahoma,0.25,0.57,0.80,0.67
1997,Oregon,0.26,0.56,0.79,0.70
1997,Pennsylvania,0.27,0.57,0.81,0.75
1997,Rhode Island,0.26,0.56,0.79,0.74
1997,South Carolina,0.25,0.54,0.78,0.64
1997,South Dakota,0.27,0.58,0.82,0.82
1997,Tennessee,0.27,0.57,0.81,0.77
1997,Texas,0.29,0.61,0.87,0.87
1997,Utah,0.27,0.57,0.80,0.76
1997,Vermont,0.25,0.55,0.78,0.64
1997,Virginia,0.26,0.56,0.79,0.68
1997,Washington,0.27,0.56,0.79,0.78
1997,West Virginia,0.22,0.52,0.75,0.54
1997,Wisconsin,0.25,0.54,0.77,0.68
1997,Wyoming,0.32,0.62,0.87,1.13
1998,United States,0.29,0.59,0.84,0.88
1998,Alabama,0.26,0.56,0.80,0.70
1998,Alaska,0.29,0.59,0.85,0.68
1998,Arizona,0.27,0.57,0.81,0.78
1998,Arkansas,0.25,0.56,0.79,0.69
1998,California,0.30,0.62,0.88,0.95
1998,Colorado,0.28,0.59,0.83,0.84
1998,Connecticut,0.35,0.64,0.91,1.18
1998,Delaware,0.27,0.55,0.79,0.75
1998,District of Columbia,0.33,0.63,0.91,1.12
1998,Florida,0.32,0.62,0.88,1.05
1998,Georgia,0.28,0.58,0.83,0.79
1998,Hawaii,0.23,0.56,0.78,0.58
1998,Idaho,0.25,0.57,0.80,0.68
1998,Illinois,0.30,0.60,0.84,0.92
1998,Indiana,0.26,0.55,0.78,0.70
1998,Iowa,0.24,0.54,0.76,0.63
1998,Kansas,0.26,0.56,0.79,0.70
1998,Kentucky,0.25,0.55,0.79,0.68
1998,Louisiana,0.27,0.57,0.82,0.73
1998,Maine,0.25,0.56,0.78,0.68
1998,Maryland,0.27,0.56,0.80,0.74
1998,Massachusetts,0.31,0.60,0.85,0.97
1998,Michigan,0.27,0.56,0.80,0.75
1998,Minnesota,0.27,0.56,0.79,0.78
1998,Mississippi,0.25,0.56,0.80,0.67
1998,Missouri,0.27,0.57,0.80,0.75
1998,Montana,0.25,0.59,0.83,0.65
1998,Nebraska,0.27,0.58,0.81,0.82
1998,Nevada,0.32,0.61,0.86,1.14
1998,New Hampshire,0.28,0.57,0.80,0.81
1998,New Jersey,0.31,0.60,0.86,0.90
1998,New Mexico,0.25,0.57,0.81,0.64
1998,New York,0.34,0.64,0.90,1.14
1998,North Carolina,0.26,0.55,0.79,0.71
1998,North Dakota,0.24,0.57,0.80,0.61
1998,Ohio,0.25,0.54,0.76,0.68
1998,Oklahoma,0.25,0.57,0.80,0.69
1998,Oregon,0.26,0.57,0.80,0.70
1998,Pennsylvania,0.28,0.57,0.81,0.79
1998,Rhode Island,0.27,0.56,0.80,0.75
1998,South Carolina,0.25,0.56,0.80,0.70
1998,South Dakota,0.27,0.59,0.82,0.77
1998,Tennessee,0.27,0.57,0.81,0.78
1998,Texas,0.30,0.61,0.87,0.93
1998,Utah,0.26,0.56,0.80,0.73
1998,Vermont,0.25,0.56,0.79,0.68
1998,Virginia,0.27,0.56,0.80,0.75
1998,Washington,0.29,0.59,0.82,0.95
1998,West Virginia,0.23,0.53,0.76,0.54
1998,Wisconsin,0.26,0.55,0.77,0.72
1998,Wyoming,0.33,0.63,0.88,1.20
1999,United States,0.30,0.60,0.85,0.93
1999,Alabama,0.26,0.56,0.81,0.72
1999,Alaska,0.28,0.58,0.84,0.63
1999,Arizona,0.27,0.57,0.81,0.80
1999,Arkansas,0.25,0.56,0.79,0.69
1999,California,0.33,0.64,0.91,1.11
1999,Colorado,0.30,0.60,0.85,0.91
1999,Connecticut,0.36,0.64,0.92,1.23
1999,Delaware,0.27,0.56,0.80,0.76
1999,District of Columbia,0.27,0.56,0.80,0.76
1999,Florida,0.32,0.62,0.89,1.06
1999,Georgia,0.28,0.59,0.84,0.82
1999,Hawaii,0.24,0.56,0.79,0.63
1999,Idaho,0.26,0.59,0.82,0.72
1999,Illinois,0.31,0.60,0.85,0.94
1999,Indiana,0.26,0.55,0.78,0.69
1999,Iowa,0.24,0.54,0.77,0.63
1999,Kansas,0.26,0.57,0.80,0.73
1999,Kentucky,0.25,0.56,0.79,0.67
1999,Louisiana,0.26,0.57,0.82,0.71
1999,Maine,0.25,0.55,0.78,0.69
1999,Maryland,0.27,0.57,0.81,0.78
1999,Massachusetts,0.33,0.61,0.87,1.05
1999,Michigan,0.27,0.57,0.80,0.74
1999,Minnesota,0.27,0.56,0.80,0.78
1999,Mississippi,0.25,0.55,0.79,0.68
1999,Missouri,0.27,0.57,0.81,0.76
1999,Montana,0.25,0.60,0.84,0.65
1999,Nebraska,0.27,0.57,0.81,0.78
1999,Nevada,0.31,0.61,0.85,1.11
1999,New Hampshire,0.29,0.57,0.81,0.86
1999,New Jersey,0.32,0.61,0.87,0.97
1999,New Mexico,0.26,0.58,0.82,0.68
1999,New York,0.35,0.64,0.92,1.21
1999,North Carolina,0.26,0.56,0.80,0.71
1999,North Dakota,0.23,0.55,0.78,0.56
1999,Ohio,0.25,0.54,0.77,0.66
1999,Oklahoma,0.25,0.57,0.80,0.69
1999,Oregon,0.26,0.57,0.80,0.73
1999,Pennsylvania,0.28,0.58,0.82,0.80
1999,Rhode Island,0.27,0.57,0.81,0.75
1999,South Carolina,0.26,0.55,0.80,0.70
1999,South Dakota,0.28,0.60,0.83,0.87
1999,Tennessee,0.27,0.57,0.81,0.79
1999,Texas,0.31,0.61,0.87,0.94
1999,Utah,0.27,0.57,0.80,0.77
1999,Vermont,0.26,0.57,0.80,0.68
1999,Virginia,0.28,0.57,0.82,0.81
1999,Washington,0.33,0.61,0.86,1.15
1999,West Virginia,0.23,0.53,0.75,0.55
1999,Wisconsin,0.26,0.55,0.77,0.70
1999,Wyoming,0.34,0.63,0.88,1.21
2000,United States,0.31,0.61,0.86,0.98
2000,Alabama,0.26,0.56,0.81,0.70
2000,Alaska,0.28,0.57,0.83,0.66
2000,Arizona,0.27,0.58,0.82,0.80
2000,Arkansas,0.25,0.56,0.79,0.71
2000,California,0.36,0.65,0.94,1.26
2000,Colorado,0.31,0.61,0.86,0.98
2000,Connecticut,0.38,0.66,0.94,1.33
2000,Delaware,0.27,0.56,0.80,0.80
2000,District of Columbia,0.36,0.64,0.94,1.25
2000,Florida,0.33,0.63,0.90,1.08
2000,Georgia,0.29,0.59,0.84,0.84
2000,Hawaii,0.25,0.56,0.80,0.66
2000,Idaho,0.27,0.59,0.82,0.80
2000,Illinois,0.31,0.60,0.86,0.96
2000,Indiana,0.25,0.55,0.78,0.66
2000,Iowa,0.23,0.53,0.76,0.59
2000,Kansas,0.26,0.57,0.80,0.72
2000,Kentucky,0.25,0.56,0.79,0.66
2000,Louisiana,0.27,0.58,0.83,0.72
2000,Maine,0.26,0.55,0.78,0.74
2000,Maryland,0.28,0.58,0.82,0.83
2000,Massachusetts,0.36,0.64,0.91,1.26
2000,Michigan,0.27,0.56,0.80,0.72
2000,Minnesota,0.28,0.57,0.80,0.81
2000,Mississippi,0.25,0.56,0.79,0.67
2000,Missouri,0.27,0.57,0.81,0.78
2000,Montana,0.26,0.59,0.82,0.69
2000,Nebraska,0.27,0.58,0.82,0.82
2000,Nevada,0.33,0.62,0.87,1.20
2000,New Hampshire,0.31,0.59,0.84,0.97
2000,New Jersey,0.33,0.62,0.89,1.05
2000,New Mexico,0.23,0.55,0.79,0.56
2000,New York,0.36,0.64,0.92,1.22
2000,North Carolina,0.26,0.56,0.80,0.72
2000,North Dakota,0.24,0.55,0.78,0.60
2000,Ohio,0.25,0.54,0.76,0.66
2000,Oklahoma,0.26,0.57,0.81,0.71
2000,Oregon,0.27,0.58,0.82,0.79
2000,Pennsylvania,0.29,0.58,0.82,0.83
2000,Rhode Island,0.28,0.57,0.81,0.82
2000,South Carolina,0.25,0.55,0.79,0.68
2000,South Dakota,0.27,0.58,0.81,0.77
2000,Tennessee,0.27,0.57,0.81,0.77
2000,Texas,0.31,0.62,0.88,0.99
2000,Utah,0.27,0.57,0.81,0.79
2000,Vermont,0.26,0.56,0.80,0.72
2000,Virginia,0.28,0.58,0.82,0.79
2000,Washington,0.31,0.60,0.84,1.04
2000,West Virginia,0.23,0.53,0.75,0.55
2000,Wisconsin,0.26,0.55,0.77,0.72
2000,Wyoming,0.35,0.64,0.90,1.32
2001,United States,0.29,0.59,0.84,0.84
2001,Alabama,0.25,0.56,0.80,0.65
2001,Alaska,0.26,0.57,0.81,0.60
2001,Arizona,0.25,0.56,0.79,0.69
2001,Arkansas,0.24,0.56,0.79,0.65
2001,California,0.30,0.62,0.88,0.94
2001,Colorado,0.28,0.58,0.82,0.81
2001,Connecticut,0.36,0.65,0.92,1.21
2001,Delaware,0.26,0.55,0.78,0.71
2001,District of Columbia,0.33,0.62,0.89,1.08
2001,Florida,0.30,0.62,0.87,0.96
2001,Georgia,0.27,0.58,0.82,0.75
2001,Hawaii,0.24,0.55,0.78,0.61
2001,Idaho,0.24,0.57,0.79,0.61
2001,Illinois,0.29,0.59,0.83,0.83
2001,Indiana,0.24,0.54,0.76,0.61
2001,Iowa,0.22,0.53,0.75,0.54
2001,Kansas,0.24,0.55,0.78,0.62
2001,Kentucky,0.24,0.54,0.78,0.60
2001,Louisiana,0.26,0.57,0.81,0.69
2001,Maine,0.24,0.54,0.76,0.61
2001,Maryland,0.26,0.56,0.79,0.71
2001,Massachusetts,0.31,0.60,0.85,0.96
2001,Michigan,0.25,0.55,0.78,0.63
2001,Minnesota,0.26,0.56,0.78,0.70
2001,Mississippi,0.24,0.55,0.79,0.64
2001,Missouri,0.26,0.56,0.79,0.70
2001,Montana,0.25,0.58,0.81,0.63
2001,Nebraska,0.25,0.57,0.80,0.71
2001,Nevada,0.29,0.60,0.84,1.01
2001,New Hampshire,0.26,0.55,0.79,0.72
2001,New Jersey,0.31,0.60,0.86,0.91
2001,New Mexico,0.27,0.59,0.84,0.75
2001,New York,0.36,0.65,0.93,1.24
2001,North Carolina,0.25,0.55,0.78,0.64
2001,North Dakota,0.22,0.55,0.78,0.54
2001,Ohio,0.23,0.53,0.75,0.60
2001,Oklahoma,0.25,0.56,0.80,0.68
2001,Oregon,0.24,0.56,0.79,0.63
2001,Pennsylvania,0.27,0.57,0.80,0.73
2001,Rhode Island,0.26,0.56,0.80,0.73
2001,South Carolina,0.24,0.55,0.78,0.62
2001,South Dakota,0.25,0.57,0.80,0.66
2001,Tennessee,0.26,0.56,0.80,0.71
2001,Texas,0.29,0.60,0.85,0.86
2001,Utah,0.25,0.55,0.78,0.65
2001,Vermont,0.24,0.55,0.78,0.61
2001,Virginia,0.26,0.56,0.80,0.69
2001,Washington,0.27,0.57,0.80,0.78
2001,West Virginia,0.22,0.52,0.74,0.54
2001,Wisconsin,0.24,0.54,0.76,0.64
2001,Wyoming,0.32,0.62,0.86,1.08
2002,United States,0.28,0.59,0.83,0.79
2002,Alabama,0.25,0.56,0.80,0.62
2002,Alaska,0.25,0.57,0.81,0.54
2002,Arizona,0.25,0.56,0.79,0.67
2002,Arkansas,0.24,0.56,0.79,0.61
2002,California,0.30,0.61,0.87,0.90
2002,Colorado,0.27,0.57,0.81,0.75
2002,Connecticut,0.34,0.63,0.90,1.15
2002,Delaware,0.26,0.54,0.78,0.68
2002,District of Columbia,0.33,0.61,0.89,1.08
2002,Florida,0.30,0.61,0.86,0.93
2002,Georgia,0.27,0.57,0.82,0.72
2002,Hawaii,0.24,0.54,0.77,0.56
2002,Idaho,0.23,0.57,0.79,0.57
2002,Illinois,0.28,0.58,0.83,0.81
2002,Indiana,0.24,0.54,0.77,0.57
2002,Iowa,0.22,0.53,0.75,0.50
2002,Kansas,0.25,0.56,0.79,0.60
2002,Kentucky,0.24,0.55,0.78,0.56
2002,Louisiana,0.25,0.58,0.81,0.63
2002,Maine,0.23,0.54,0.76,0.56
2002,Maryland,0.26,0.55,0.79,0.69
2002,Massachusetts,0.30,0.58,0.84,0.89
2002,Michigan,0.25,0.55,0.78,0.60
2002,Minnesota,0.26,0.55,0.78,0.68
2002,Mississippi,0.24,0.56,0.78,0.58
2002,Missouri,0.25,0.56,0.79,0.64
2002,Montana,0.24,0.60,0.82,0.59
2002,Nebraska,0.25,0.57,0.80,0.64
2002,Nevada,0.30,0.60,0.84,0.98
2002,New Hampshire,0.25,0.55,0.78,0.66
2002,New Jersey,0.30,0.59,0.85,0.88
2002,New Mexico,0.25,0.58,0.81,0.60
2002,New York,0.34,0.64,0.91,1.12
2002,North Carolina,0.25,0.55,0.79,0.63
2002,North Dakota,0.22,0.55,0.77,0.50
2002,Ohio,0.23,0.53,0.75,0.57
2002,Oklahoma,0.25,0.57,0.80,0.63
2002,Oregon,0.24,0.56,0.79,0.60
2002,Pennsylvania,0.26,0.56,0.80,0.68
2002,Rhode Island,0.26,0.55,0.79,0.67
2002,South Carolina,0.24,0.55,0.78,0.58
2002,South Dakota,0.25,0.58,0.81,0.63
2002,Tennessee,0.26,0.57,0.80,0.68
2002,Texas,0.28,0.60,0.85,0.80
2002,Utah,0.24,0.56,0.79,0.61
2002,Vermont,0.24,0.55,0.78,0.56
2002,Virginia,0.26,0.55,0.80,0.67
2002,Washington,0.26,0.56,0.79,0.73
2002,West Virginia,0.22,0.53,0.74,0.47
2002,Wisconsin,0.24,0.54,0.76,0.60
2002,Wyoming,0.30,0.62,0.86,1.00
2003,United States,0.28,0.59,0.84,0.81
2003,Alabama,0.25,0.58,0.80,0.63
2003,Alaska,0.24,0.58,0.82,0.54
2003,Arizona,0.27,0.56,0.80,0.71
2003,Arkansas,0.24,0.59,0.78,0.60
2003,California,0.31,0.60,0.87,0.93
2003,Colorado,0.28,0.57,0.82,0.77
2003,Connecticut,0.35,0.61,0.90,1.18
2003,Delaware,0.27,0.54,0.79,0.72
2003,District of Columbia,0.34,0.60,0.89,1.14
2003,Florida,0.31,0.63,0.88,0.98
2003,Georgia,0.27,0.58,0.82,0.73
2003,Hawaii,0.24,0.55,0.78,0.59
2003,Idaho,0.24,0.59,0.80,0.59
2003,Illinois,0.29,0.58,0.84,0.84
2003,Indiana,0.24,0.55,0.77,0.57
2003,Iowa,0.23,0.54,0.75,0.51
2003,Kansas,0.25,0.57,0.79,0.62
2003,Kentucky,0.24,0.57,0.78,0.56
2003,Louisiana,0.25,0.60,0.81,0.60
2003,Maine,0.24,0.55,0.76,0.56
2003,Maryland,0.27,0.54,0.79,0.73
2003,Massachusetts,0.30,0.57,0.84,0.92
2003,Michigan,0.25,0.56,0.79,0.61
2003,Minnesota,0.26,0.55,0.79,0.71
2003,Mississippi,0.23,0.60,0.77,0.54
2003,Missouri,0.25,0.57,0.79,0.64
2003,Montana,0.24,0.63,0.81,0.58
2003,Nebraska,0.25,0.58,0.80,0.64
2003,Nevada,0.32,0.60,0.86,1.07
2003,New Hampshire,0.26,0.54,0.78,0.68
2003,New Jersey,0.31,0.58,0.86,0.91
2003,New Mexico,0.24,0.60,0.80,0.54
2003,New York,0.34,0.63,0.91,1.12
2003,North Carolina,0.26,0.57,0.79,0.65
2003,North Dakota,0.23,0.57,0.77,0.50
2003,Ohio,0.24,0.54,0.76,0.59
2003,Oklahoma,0.25,0.59,0.80,0.64
2003,Oregon,0.25,0.57,0.79,0.62
2003,Pennsylvania,0.26,0.57,0.80,0.69
2003,Rhode Island,0.26,0.55,0.79,0.67
2003,South Carolina,0.25,0.57,0.79,0.59
2003,South Dakota,0.25,0.60,0.81,0.64
2003,Tennessee,0.26,0.58,0.81,0.70
2003,Texas,0.29,0.61,0.85,0.80
2003,Utah,0.25,0.57,0.79,0.63
2003,Vermont,0.24,0.56,0.78,0.57
2003,Virginia,0.27,0.54,0.80,0.71
2003,Washington,0.27,0.56,0.80,0.75
2003,West Virginia,0.22,0.56,0.74,0.44
2003,Wisconsin,0.25,0.54,0.77,0.61
2003,Wyoming,0.31,0.62,0.86,0.99
2004,United States,0.30,0.60,0.85,0.89
2004,Alabama,0.26,0.61,0.81,0.70
2004,Alaska,0.25,0.59,0.82,0.58
2004,Arizona,0.29,0.58,0.82,0.83
2004,Arkansas,0.25,0.62,0.79,0.64
2004,California,0.33,0.61,0.89,1.03
2004,Colorado,0.29,0.57,0.83,0.85
2004,Connecticut,0.37,0.61,0.92,1.29
2004,Delaware,0.29,0.55,0.81,0.82
2004,District of Columbia,0.37,0.60,0.91,1.25
2004,Florida,0.34,0.65,0.91,1.11
2004,Georgia,0.29,0.60,0.84,0.80
2004,Hawaii,0.26,0.57,0.80,0.68
2004,Idaho,0.26,0.61,0.81,0.68
2004,Illinois,0.30,0.59,0.85,0.91
2004,Indiana,0.25,0.56,0.78,0.61
2004,Iowa,0.24,0.55,0.75,0.55
2004,Kansas,0.26,0.58,0.80,0.68
2004,Kentucky,0.25,0.59,0.79,0.60
2004,Louisiana,0.26,0.63,0.82,0.65
2004,Maine,0.24,0.57,0.77,0.60
2004,Maryland,0.29,0.54,0.81,0.82
2004,Massachusetts,0.33,0.57,0.86,1.02
2004,Michigan,0.26,0.57,0.80,0.65
2004,Minnesota,0.28,0.55,0.80,0.78
2004,Mississippi,0.24,0.64,0.78,0.57
2004,Missouri,0.26,0.59,0.80,0.69
2004,Montana,0.25,0.65,0.82,0.62
2004,Nebraska,0.26,0.59,0.80,0.69
2004,Nevada,0.35,0.61,0.89,1.22
2004,New Hampshire,0.28,0.54,0.80,0.75
2004,New Jersey,0.32,0.57,0.87,0.98
2004,New Mexico,0.25,0.62,0.81,0.59
2004,New York,0.36,0.64,0.93,1.21
2004,North Carolina,0.27,0.59,0.81,0.71
2004,North Dakota,0.23,0.59,0.77,0.55
2004,Ohio,0.25,0.56,0.77,0.64
2004,Oklahoma,0.26,0.62,0.81,0.72
2004,Oregon,0.26,0.58,0.81,0.68
2004,Pennsylvania,0.28,0.58,0.82,0.76
2004,Rhode Island,0.27,0.56,0.81,0.73
2004,South Carolina,0.26,0.60,0.80,0.65
2004,South Dakota,0.26,0.62,0.81,0.70
2004,Tennessee,0.27,0.60,0.82,0.76
2004,Texas,0.30,0.62,0.87,0.89
2004,Utah,0.27,0.58,0.80,0.72
2004,Vermont,0.25,0.57,0.79,0.63
2004,Virginia,0.29,0.55,0.82,0.79
2004,Washington,0.29,0.56,0.81,0.82
2004,West Virginia,0.22,0.58,0.74,0.48
2004,Wisconsin,0.26,0.55,0.78,0.66
2004,Wyoming,0.33,0.62,0.87,1.09
2005,United States,0.32,0.61,0.87,0.97
2005,Alabama,0.28,0.63,0.83,0.77
2005,Alaska,0.26,0.59,0.83,0.63
2005,Arizona,0.31,0.59,0.84,0.94
2005,Arkansas,0.26,0.64,0.80,0.67
2005,California,0.34,0.62,0.91,1.12
2005,Colorado,0.31,0.58,0.85,0.95
2005,Connecticut,0.39,0.61,0.95,1.39
2005,Delaware,0.30,0.56,0.82,0.89
2005,District of Columbia,0.38,0.60,0.93,1.33
2005,Florida,0.36,0.67,0.94,1.25
2005,Georgia,0.30,0.62,0.86,0.87
2005,Hawaii,0.27,0.58,0.81,0.74
2005,Idaho,0.28,0.63,0.84,0.80
2005,Illinois,0.32,0.60,0.87,1.00
2005,Indiana,0.26,0.58,0.79,0.66
2005,Iowa,0.25,0.56,0.77,0.61
2005,Kansas,0.27,0.59,0.82,0.75
2005,Kentucky,0.25,0.61,0.80,0.65
2005,Louisiana,0.28,0.66,0.85,0.77
2005,Maine,0.25,0.58,0.78,0.65
2005,Maryland,0.31,0.54,0.82,0.90
2005,Massachusetts,0.34,0.58,0.88,1.11
2005,Michigan,0.27,0.58,0.82,0.69
2005,Minnesota,0.29,0.56,0.82,0.84
2005,Mississippi,0.25,0.68,0.80,0.63
2005,Missouri,0.27,0.61,0.82,0.74
2005,Montana,0.26,0.67,0.83,0.68
2005,Nebraska,0.27,0.60,0.81,0.75
2005,Nevada,0.38,0.63,0.92,1.34
2005,New Hampshire,0.29,0.55,0.82,0.84
2005,New Jersey,0.34,0.58,0.88,1.04
2005,New Mexico,0.26,0.65,0.82,0.65
2005,New York,0.38,0.65,0.95,1.31
2005,North Carolina,0.28,0.60,0.83,0.77
2005,North Dakota,0.25,0.61,0.79,0.61
2005,Ohio,0.26,0.57,0.78,0.69
2005,Oklahoma,0.28,0.64,0.83,0.82
2005,Oregon,0.27,0.59,0.82,0.74
2005,Pennsylvania,0.29,0.59,0.83,0.82
2005,Rhode Island,0.29,0.57,0.82,0.79
2005,South Carolina,0.27,0.62,0.82,0.72
2005,South Dakota,0.27,0.64,0.83,0.78
2005,Tennessee,0.29,0.62,0.83,0.83
2005,Texas,0.32,0.64,0.89,1.00
2005,Utah,0.28,0.59,0.82,0.81
2005,Vermont,0.27,0.59,0.81,0.71
2005,Virginia,0.30,0.55,0.83,0.87
2005,Washington,0.30,0.56,0.83,0.90
2005,West Virginia,0.23,0.60,0.75,0.51
2005,Wisconsin,0.27,0.57,0.80,0.72
